UniqueIdentifier,Department,WorkingStructure,Age,DISC,DISCFirstLetter,DISCFirst2Letters,Nationality,OrganizationalUnit,Gender,HolidayUsed,DevelopmentHours,Year,Level,Performance,FTE,TargetAchievementPortfolio,LeadershipBehaviorPortfolio,Salary,LengthOfService,TargetAchievement,LeadershipBehavior,Title,AbbrOfPosition
734,Department4,Team14,22,CISD,C,CI,Scottish,EUR,Female,2,5,2016,2016,1,1.0,4,2,3672,15.79,4,4,SF-Z-1GB03_G10,FL V
735,Department5,Team15,23,DCIS,D,DC,Irish,BRL,Male,5,101,2016,2016,5,1.0,1,2,8278,12.17,5,4,SF-Z-4GB03_G7,FL V
736,Department1,Team1,68,CDIS,C,CD,German,LBP,Female,23,42,2016,2016,5,1.0,1,3,3018,10.18,5,3,SF-Z-1GB03_G10,FL II
737,Department2,Team2,44,CISD,C,CI,Irish,BRL,Female,22,41,2017,2017,1,1.0,2,2,18948,2.49,5,2,SF1-UK-IEGB3_G9,FL II
738,Department3,Team3,34,SCID,S,SC,Italian,CZK,Female,14,23,2017,2017,3,1.0,4,1,5501,26.32,4,3,SF1-UK-IEGB3_G9,FL II
739,Department4,Team4,56,ISDC,I,IS,Spanish,YER,Female,29,48,2017,2017,4,0.5,2,3,17363,28.88,3,2,SF3-JPGB03_G12,FL II
740,Department5,Team5,34,DIC,D,DI,Scottish,SEK,Male,18,56,2017,2017,4,1.0,2,1,12610,14.42,4,5,SF1-UK-IEGB3_G9,FL II
741,Department1,Team6,32,IDS,I,ID,Polish,EUR,Female,22,16,2016,2016,5,0.5,2,4,15632,14.32,2,4,SF1-UK-IEGB3_G9,FL II
742,Department2,Team7,63,DCSI,D,DC,Spanish,EGP,Female,6,19,2016,2016,4,1.0,2,1,10241,19.72,4,4,SF-Z-1GB03_G10,FL I
743,Department3,Team8,21,IDCS,I,ID,French,IDR,Female,35,55,2017,2017,2,1.0,2,1,6380,21.85,4,5,SF-Z-1GB03_G10,FL II
744,Department4,Team9,54,CIDS,C,CI,British,CAD,Male,3,0,2017,2017,5,0.6,4,1,13510,25.97,1,1,FG-63GB03_G9,FL I
745,Department5,Team10,68,CDIS,C,CD,Spanish,EUR,Female,19,36,2016,2016,2,0.4,4,1,6378,27.65,4,5,SF-Z-4GB03_G7,FL II
746,Department1,Team11,20,CDIS,C,CD,British,PHP,Female,4,93,2017,2017,2,1.0,2,3,15872,3.58,2,4,SF1-UK-IEGB3_G9,FL V
747,Department2,Team12,25,DSCI,D,DS,Polish,CNY,Female,36,2,2016,2016,3,0.8,3,4,11412,27.07,2,4,SF-Z-4GB03_G7,FL II
748,Department3,Team13,34,SCI,S,SC,Irish,NOK,Male,13,78,2016,2016,3,1.0,1,1,6113,15.53,2,5,SF-Z-4GB03_G7,FL V
749,Department4,Team14,34,SCID,S,SC,Japanese,PLN,Male,24,82,2016,2016,3,1.0,2,2,2870,16.12,2,4,SF-Z-4GB03_G7,FL II
750,Department5,Team15,44,IDCS,I,ID,Scottish,CNY,Male,14,63,2016,2016,5,1.0,1,1,17580,7.03,4,1,SF-Z-4GB03_G7,FL VI
751,Department1,Team1,34,CSDI,C,CS,Scottish,MDL,Male,28,102,2016,2016,2,1.0,1,2,9134,9.51,1,3,SF-Z-4GB03_G7,FL II
752,Department2,Team2,31,CSDI,C,CS,British,IRR,Male,2,70,2017,2017,3,1.0,4,2,2071,15.43,1,4,SF1-UK-IEGB3_G9,FL V
753,Department3,Team3,34,CIDS,C,CI,Scottish,THB,Male,26,50,2016,2016,5,0.6,1,3,2239,23.95,4,1,SF3-JPGB03_G12,FL II
754,Department4,Team4,20,DSI,D,DS,Japanese,EUR,Female,23,78,2017,2017,2,1.0,3,1,4674,20.37,3,4,SF-Z-4GB03_G7,FL V
755,Department5,Team5,34,I,I,I,Spanish,CNY,Male,12,112,2017,2017,3,0.4,4,3,13663,21.98,2,3,SF3-JPGB03_G12,FL V
756,Department1,Team6,44,SDI,S,SD,Polish,SEK,Female,39,89,2016,2016,2,1.0,3,4,8902,25.98,3,5,FG-63GB03_G9,FL I
757,Department2,Team7,61,CSI,C,CS,Scottish,EUR,Male,5,114,2017,2017,5,1.0,1,4,7340,23.87,3,5,SF-Z-1GB03_G10,FL I
758,Department3,Team8,23,CDSI,C,CD,American,PEN,Female,23,52,2017,2017,1,0.6,2,4,18269,12.79,4,5,FG-63GB03_G9,FL V
759,Department4,Team9,76,CSDI,C,CS,Scottish,BRL,Male,8,106,2016,2016,3,0.5,4,3,15266,14.43,5,3,SF-Z-4GB03_G7,FL I
760,Department5,Team10,23,ISD,I,IS,British,UAH,Female,3,107,2017,2017,1,1.0,2,3,9044,4.65,5,1,SF-Z-1GB03_G10,FL VI
761,Department1,Team11,34,IDSC,I,ID,American,MGA,Male,21,119,2017,2017,4,1.0,3,1,4398,22.97,1,4,SF-Z-1GB03_G10,FL II
762,Department2,Team12,21,CSI,C,CS,Spanish,RUB,Female,8,19,2017,2017,4,1.0,1,3,6161,5.43,1,1,SF-Z-4GB03_G7,FL I
763,Department3,Team13,61,DIC,D,DI,British,ARS,Male,39,62,2017,2017,4,0.8,4,2,7355,9.77,3,1,SF1-UK-IEGB3_G9,FL II
764,Department4,Team14,56,CD,C,CD,Polish,RUB,Female,40,104,2017,2017,3,1.0,1,3,7707,14.75,4,3,FG-63GB03_G9,FL II
765,Department5,Team15,31,SICD,S,SI,Japanese,RUB,Male,25,53,2017,2017,4,1.0,3,3,10957,8.89,3,4,SF1-UK-IEGB3_G9,FL II
766,Department1,Team1,34,SIDC,S,SI,German,PLN,Female,5,24,2016,2016,3,0.6,2,2,11681,18.94,5,2,SF-Z-4GB03_G7,FL II
767,Department2,Team2,34,SDI,S,SD,British,CNY,Male,39,34,2017,2017,3,1.0,4,1,8023,26.25,3,3,SF3-JPGB03_G12,FL II
768,Department3,Team3,25,SDI,S,SD,German,MNT,Female,18,49,2016,2016,5,1.0,1,2,15652,23.92,1,5,SF1-UK-IEGB3_G9,FL V
769,Department4,Team4,44,SDIC,S,SD,French,IDR,Male,22,117,2016,2016,2,1.0,2,2,4161,4.44,1,2,SF3-JPGB03_G12,FL I
770,Department5,Team5,23,SCD,S,SC,Spanish,BGN,Female,39,120,2017,2017,2,0.4,3,1,5368,4.09,3,1,SF3-JPGB03_G12,FL VI
771,Department1,Team6,25,SIC,S,SI,French,EUR,Female,28,32,2017,2017,3,0.4,2,4,11677,27.13,2,3,SF-Z-4GB03_G7,FL V
772,Department2,Team7,23,DSIC,D,DS,British,BAM,Female,12,103,2016,2016,1,1.0,4,4,15190,13.89,5,4,SF3-JPGB03_G12,FL I
773,Department3,Team8,32,CDI,C,CD,Italian,PLN,Male,35,50,2017,2017,3,1.0,1,2,16423,25.83,1,2,SF-Z-1GB03_G10,FL II
774,Department4,Team9,34,IDS,I,ID,American,TZS,Male,12,8,2017,2017,2,1.0,1,1,16408,14.02,3,1,SF3-JPGB03_G12,FL II
775,Department5,Team10,44,CDSI,C,CD,Scottish,EUR,Female,5,10,2017,2017,2,1.0,1,3,12564,3.36,5,5,SF3-JPGB03_G12,FL II
776,Department1,Team11,40,DS,D,DS,German,ILS,Female,3,60,2016,2016,4,1.0,1,2,5574,27.97,5,4,SF-Z-1GB03_G10,FL II
777,Department2,Team12,68,ICD,I,IC,Japanese,MMK,Male,20,31,2016,2016,5,1.0,4,2,11071,15.21,2,2,SF3-JPGB03_G12,FL V
779,Department4,Team14,31,CD,C,CD,German,CNY,Female,24,54,2016,2016,2,1.0,3,2,10387,9.69,3,5,SF-Z-1GB03_G10,FL II
780,Department5,Team15,22,SI,S,SI,Japanese,PLN,Female,6,29,2017,2017,5,0.6,3,2,14622,21.4,4,4,SF-Z-4GB03_G7,FL V
783,Department3,Team3,56,CI,C,CI,French,VEF,Male,23,118,2017,2017,4,1.0,2,2,13122,6.98,1,2,SF-Z-4GB03_G7,FL I
784,Department4,Team4,76,CDIS,C,CD,French,IDR,Female,40,16,2016,2016,3,1.0,3,1,2898,18.81,1,5,SF-Z-1GB03_G10,FL II
785,Department5,Team5,42,ISDC,I,IS,Irish,PHP,Female,19,1,2017,2017,5,1.0,2,3,7898,15.42,5,2,SF-Z-1GB03_G10,FL VI
786,Department1,Team6,56,IDC,I,ID,German,CNY,Male,4,38,2016,2016,5,0.6,4,3,13786,18.06,4,5,FG-63GB03_G9,FL I
787,Department2,Team7,54,SDC,S,SD,German,IRR,Female,1,66,2016,2016,2,1.0,1,1,15703,5.59,2,1,SF1-UK-IEGB3_G9,FL I
788,Department3,Team8,76,CDS,C,CD,Japanese,THB,Male,8,40,2016,2016,4,1.0,3,3,16804,19.73,3,2,SF1-UK-IEGB3_G9,FL VI
789,Department4,Team9,22,SIDC,S,SI,Japanese,VEF,Female,31,25,2016,2016,3,1.0,3,4,17836,27.82,1,1,SF1-UK-IEGB3_G9,FL II
790,Department5,Team10,42,ISCD,I,IS,American,COP,Female,31,105,2016,2016,3,1.0,1,2,2441,2.1,1,1,FG-63GB03_G9,FL I
791,Department1,Team11,23,CDSI,C,CD,Scottish,EUR,Male,6,53,2017,2017,3,1.0,3,2,17691,19.35,5,1,SF1-UK-IEGB3_G9,FL II
792,Department2,Team12,20,DI,D,DI,British,EUR,Female,15,99,2017,2017,1,0.6,4,4,14822,4.9,2,5,SF1-UK-IEGB3_G9,FL I
793,Department3,Team13,32,I,I,I,Japanese,RUB,Female,4,37,2016,2016,1,0.8,1,4,10939,2.85,5,4,SF-Z-4GB03_G7,FL VI
794,Department4,Team14,40,CDS,C,CD,Spanish,CHF,Female,30,77,2017,2017,4,1.0,3,4,9331,13.56,3,4,SF1-UK-IEGB3_G9,FL II
795,Department5,Team15,22,ISD,I,IS,Spanish,PHP,Male,33,16,2017,2017,5,0.6,1,3,12108,22.84,2,1,SF-Z-1GB03_G10,FL V
797,Department2,Team2,34,ICD,I,IC,Italian,CNY,Male,24,50,2017,2017,2,1.0,3,2,5278,8.73,2,4,FG-63GB03_G9,FL II
798,Department3,Team3,31,IDS,I,ID,American,BGN,Male,27,97,2017,2017,1,1.0,2,1,3961,15.89,3,2,SF1-UK-IEGB3_G9,FL VI
799,Department4,Team4,68,CISD,C,CI,German,CNY,Male,21,26,2017,2017,2,0.6,1,4,9432,23.76,3,3,SF1-UK-IEGB3_G9,FL VI
800,Department5,Team5,34,CID,C,CI,Spanish,IDR,Female,24,115,2017,2017,4,1.0,4,1,2437,4.99,4,1,SF-Z-4GB03_G7,FL I
801,Department1,Team6,22,DIS,D,DI,Italian,EUR,Female,16,53,2017,2017,5,1.0,2,1,16389,4.99,1,4,SF1-UK-IEGB3_G9,FL I
802,Department2,Team7,32,CS,C,CS,American,UAH,Male,30,31,2016,2016,1,1.0,2,1,5680,12.0,4,2,SF-Z-1GB03_G10,FL V
803,Department3,Team8,34,CIDS,C,CI,Scottish,CNY,Male,37,65,2016,2016,5,1.0,1,1,7150,25.67,1,1,SF1-UK-IEGB3_G9,FL I
804,Department4,Team9,31,DCI,D,DC,Polish,EUR,Male,7,35,2017,2017,1,1.0,2,3,11691,13.21,3,4,SF-Z-1GB03_G10,FL I
805,Department5,Team10,32,SDC,S,SD,Japanese,MXN,Male,5,100,2016,2016,5,1.0,3,3,12101,6.86,4,5,FG-63GB03_G9,FL I
806,Department1,Team11,63,DISC,D,DI,Scottish,CNY,Male,22,19,2016,2016,5,0.4,4,3,17528,18.68,2,2,SF-Z-1GB03_G10,FL I
807,Department2,Team12,63,IDCS,I,ID,Polish,IDR,Female,17,23,2016,2016,3,1.0,2,1,15295,18.02,3,4,SF1-UK-IEGB3_G9,FL I
808,Department3,Team13,34,DS,D,DS,Irish,CNY,Male,39,51,2016,2016,3,1.0,4,4,2763,12.85,2,5,SF-Z-1GB03_G10,FL I
809,Department4,Team14,34,DCI,D,DC,Scottish,IDR,Male,0,2,2017,2017,1,0.8,1,1,1627,9.76,1,4,SF-Z-1GB03_G10,FL I
810,Department5,Team15,34,DI,D,DI,French,NGN,Female,37,23,2017,2017,1,0.8,1,4,13770,17.29,3,2,SF-Z-4GB03_G7,FL II
811,Department1,Team1,68,CID,C,CI,Japanese,JPY,Female,7,42,2017,2017,3,0.5,4,1,2735,25.97,4,4,SF-Z-4GB03_G7,FL II
812,Department2,Team2,32,ISCD,I,IS,Japanese,SEK,Male,0,81,2017,2017,3,1.0,1,1,10664,10.84,2,1,SF-Z-1GB03_G10,FL II
813,Department3,Team3,34,DCS,D,DC,Spanish,RUB,Female,6,41,2016,2016,3,1.0,3,4,10165,4.04,1,3,SF3-JPGB03_G12,FL II
814,Department4,Team4,76,SD,S,SD,American,SYP,Male,38,45,2017,2017,4,1.0,3,3,10018,18.27,5,3,SF1-UK-IEGB3_G9,FL VI
816,Department1,Team6,56,IDSC,I,ID,British,EUR,Male,28,56,2017,2017,5,0.4,3,3,14878,16.26,3,3,FG-63GB03_G9,FL II
817,Department2,Team7,34,SDI,S,SD,Italian,PHP,Female,15,76,2017,2017,5,1.0,3,3,10812,13.08,3,2,SF-Z-4GB03_G7,FL V
818,Department3,Team8,22,SC,S,SC,Spanish,MGA,Female,34,79,2017,2017,1,1.0,2,3,14885,20.84,5,3,SF-Z-4GB03_G7,FL II
819,Department4,Team9,23,IDSC,I,ID,German,EUR,Female,36,34,2017,2017,4,1.0,2,4,9560,23.36,3,3,SF-Z-4GB03_G7,FL VI
820,Department5,Team10,34,DCI,D,DC,German,IDR,Male,1,80,2016,2016,5,1.0,2,4,3474,10.62,4,4,FG-63GB03_G9,FL V
821,Department1,Team11,25,DS,D,DS,German,RUB,Female,14,112,2017,2017,2,1.0,3,3,3155,13.29,5,2,FG-63GB03_G9,FL VI
822,Department2,Team12,68,SDIC,S,SD,German,IDR,Female,12,80,2016,2016,5,1.0,4,3,17784,2.43,1,3,SF-Z-1GB03_G10,FL I
823,Department3,Team13,63,DCI,D,DC,Polish,CZK,Male,4,73,2016,2016,2,0.4,4,4,14145,25.59,3,4,SF1-UK-IEGB3_G9,FL V
824,Department4,Team14,32,C,C,C,Japanese,THB,Female,10,1,2016,2016,2,1.0,3,4,7066,15.48,4,4,SF1-UK-IEGB3_G9,FL II
825,Department5,Team15,56,ISDC,I,IS,French,HRK,Male,37,92,2016,2016,1,1.0,4,4,15957,29.53,1,2,SF1-UK-IEGB3_G9,FL VI
826,Department1,Team1,34,ID,I,ID,Italian,CNY,Male,4,96,2017,2017,4,1.0,1,2,1531,15.68,2,5,FG-63GB03_G9,FL II
827,Department2,Team2,22,IC,I,IC,Spanish,CNY,Male,40,21,2017,2017,5,1.0,1,1,18685,10.72,4,3,SF3-JPGB03_G12,FL VI
828,Department3,Team3,68,IDC,I,ID,German,IDR,Male,16,47,2016,2016,1,1.0,4,3,8742,15.63,5,1,SF3-JPGB03_G12,FL II
829,Department4,Team4,68,CSID,C,CS,Spanish,EUR,Female,10,50,2017,2017,1,0.6,4,3,2287,19.57,2,1,SF-Z-1GB03_G10,FL V
830,Department5,Team5,32,CS,C,CS,French,RUB,Female,18,57,2017,2017,2,1.0,2,4,5760,15.77,4,1,SF1-UK-IEGB3_G9,FL II
831,Department1,Team6,22,SIC,S,SI,Scottish,MRO,Male,5,79,2017,2017,2,0.4,2,3,13646,23.03,1,4,SF3-JPGB03_G12,FL V
832,Department2,Team7,20,DCS,D,DC,German,ILS,Male,18,11,2016,2016,2,1.0,3,3,12277,25.18,2,4,SF-Z-1GB03_G10,FL V
833,Department3,Team8,76,ICD,I,IC,German,KZT,Female,6,101,2017,2017,5,1.0,4,1,6732,12.04,5,2,SF-Z-1GB03_G10,FL VI
834,Department4,Team9,25,DISC,D,DI,Spanish,PHP,Male,31,98,2017,2017,4,1.0,1,2,8155,10.82,3,4,SF3-JPGB03_G12,FL II
835,Department5,Team10,20,DIS,D,DI,Polish,EUR,Male,33,84,2017,2017,2,1.0,3,2,4865,26.86,4,1,SF-Z-1GB03_G10,FL II
836,Department1,Team11,44,ISCD,I,IS,Polish,CNY,Female,17,11,2016,2016,1,1.0,4,1,10111,10.96,2,3,FG-63GB03_G9,FL I
837,Department2,Team12,63,ICSD,I,IC,Scottish,CNY,Male,19,5,2017,2017,2,0.6,2,1,3866,14.23,5,1,SF1-UK-IEGB3_G9,FL I
839,Department4,Team14,22,D,D,D,Irish,EUR,Female,18,34,2016,2016,5,1.0,3,4,10281,29.64,2,2,SF3-JPGB03_G12,FL V
840,Department5,Team15,56,CID,C,CI,Spanish,RUB,Male,20,15,2016,2016,3,0.8,2,2,2285,15.48,1,5,SF-Z-4GB03_G7,FL VI
841,Department1,Team1,22,DCSI,D,DC,French,KRW,Female,2,116,2016,2016,5,1.0,2,2,9025,29.69,2,2,SF3-JPGB03_G12,FL V
842,Department2,Team2,56,DSI,D,DS,Spanish,BRL,Male,20,46,2017,2017,3,1.0,4,3,8914,15.95,1,1,SF3-JPGB03_G12,FL VI
843,Department3,Team3,56,IDS,I,ID,Irish,GNF,Male,18,103,2017,2017,2,1.0,3,2,9776,1.08,5,4,SF-Z-1GB03_G10,FL II
844,Department4,Team4,56,CSD,C,CS,Italian,RUB,Male,32,79,2016,2016,3,1.0,3,1,9151,10.48,5,2,SF-Z-1GB03_G10,FL II
845,Department5,Team5,34,SDCI,S,SD,Spanish,CNY,Male,4,36,2017,2017,1,0.4,4,3,11337,24.35,4,3,SF-Z-1GB03_G10,FL VI
846,Department1,Team6,56,DCI,D,DC,Irish,IDR,Female,8,113,2017,2017,4,1.0,4,1,15217,12.98,5,2,SF1-UK-IEGB3_G9,FL V
847,Department2,Team7,61,DC,D,DC,Spanish,CZK,Female,39,36,2016,2016,5,0.6,4,2,18203,10.16,3,2,SF1-UK-IEGB3_G9,FL II
848,Department3,Team8,31,SDIC,S,SD,Japanese,EUR,Female,35,118,2016,2016,2,1.0,4,3,9249,23.79,5,2,SF-Z-4GB03_G7,FL VI
849,Department4,Team9,54,DI,D,DI,American,THB,Female,21,103,2016,2016,5,0.6,2,3,16899,10.36,1,2,SF3-JPGB03_G12,FL II
850,Department5,Team10,20,CDSI,C,CD,German,CNY,Female,19,68,2017,2017,4,1.0,4,2,18869,3.23,5,4,FG-63GB03_G9,FL V
851,Department1,Team11,20,D,D,D,Japanese,CNY,Male,8,12,2017,2017,1,1.0,1,4,12103,20.78,2,5,FG-63GB03_G9,FL I
852,Department2,Team12,34,DC,D,DC,American,PLN,Male,37,99,2017,2017,1,1.0,1,2,7651,1.45,1,5,SF3-JPGB03_G12,FL V
853,Department3,Team13,76,ICD,I,IC,Polish,RSD,Female,2,35,2017,2017,4,1.0,1,2,8757,25.69,1,3,SF-Z-1GB03_G10,FL VI
854,Department4,Team14,34,SD,S,SD,British,CHF,Female,37,67,2016,2016,3,0.5,1,1,6311,10.86,2,3,SF3-JPGB03_G12,FL I
856,Department1,Team1,22,IDS,I,ID,British,ZMW,Male,31,61,2017,2017,2,0.6,4,3,16488,7.69,3,1,SF3-JPGB03_G12,FL II
857,Department2,Team2,34,S,S,S,Italian,IDR,Male,19,87,2016,2016,4,1.0,2,1,16951,25.14,4,3,SF3-JPGB03_G12,FL II
858,Department3,Team3,68,CDS,C,CD,Spanish,PLN,Female,24,31,2016,2016,5,1.0,2,3,3190,4.19,2,2,SF-Z-1GB03_G10,FL II
860,Department5,Team5,63,ICSD,I,IC,Irish,CNY,Male,21,15,2017,2017,1,1.0,1,3,18717,27.75,5,5,SF3-JPGB03_G12,FL I
862,Department2,Team7,34,DISC,D,DI,British,BRL,Male,2,93,2016,2016,2,1.0,4,3,7644,7.11,2,4,SF-Z-1GB03_G10,FL VI
863,Department3,Team8,63,DSI,D,DS,American,CNY,Female,2,29,2016,2016,5,1.0,2,1,15599,23.54,1,5,SF3-JPGB03_G12,FL II
864,Department4,Team9,21,DICS,D,DI,Irish,USD,Male,18,67,2016,2016,4,1.0,1,3,1959,9.92,5,3,SF-Z-4GB03_G7,FL I
865,Department5,Team10,25,DI,D,DI,Polish,CNY,Male,6,49,2017,2017,4,1.0,1,1,12600,21.16,4,2,SF3-JPGB03_G12,FL I
866,Department1,Team11,42,S,S,S,Polish,PLN,Female,20,1,2016,2016,2,1.0,3,1,9565,26.65,5,3,SF-Z-1GB03_G10,FL V
867,Department2,Team12,34,DS,D,DS,Japanese,PHP,Male,33,24,2016,2016,4,1.0,3,2,16630,17.76,4,5,SF1-UK-IEGB3_G9,FL V
868,Department3,Team13,23,DCSI,D,DC,Irish,COP,Female,9,61,2017,2017,1,1.0,2,4,12208,15.91,5,1,SF-Z-4GB03_G7,FL I
869,Department4,Team14,63,ICSD,I,IC,German,USD,Male,39,96,2016,2016,1,1.0,3,2,10315,14.82,5,4,SF1-UK-IEGB3_G9,FL V
870,Department5,Team15,23,CID,C,CI,Japanese,CNY,Female,12,13,2016,2016,3,1.0,3,4,12586,13.05,5,5,SF1-UK-IEGB3_G9,FL II
871,Department1,Team1,56,IC,I,IC,Italian,PLN,Male,7,22,2017,2017,4,1.0,3,4,10366,8.5,3,5,SF3-JPGB03_G12,FL II
873,Department3,Team3,34,SCDI,S,SC,Japanese,MKD,Female,36,13,2017,2017,5,0.6,4,3,2248,25.46,5,2,SF-Z-1GB03_G10,FL V
874,Department4,Team4,34,CIDS,C,CI,German,KRW,Female,39,52,2017,2017,2,1.0,1,1,2990,19.17,2,3,SF-Z-4GB03_G7,FL I
875,Department5,Team5,34,SD,S,SD,American,IDR,Male,5,49,2017,2017,4,1.0,2,2,5913,11.93,2,5,SF3-JPGB03_G12,FL V
876,Department1,Team6,61,SI,S,SI,Italian,FJD,Female,5,22,2016,2016,4,1.0,1,4,6186,4.15,3,5,SF3-JPGB03_G12,FL II
877,Department2,Team7,34,SID,S,SI,French,ARS,Male,14,107,2017,2017,1,1.0,2,1,3769,8.43,2,3,SF3-JPGB03_G12,FL II
878,Department3,Team8,34,SIC,S,SI,Japanese,CNY,Male,18,79,2016,2016,2,0.4,2,4,15347,8.91,4,1,SF1-UK-IEGB3_G9,FL II
879,Department4,Team9,32,IDCS,I,ID,French,PLN,Female,0,40,2017,2017,1,1.0,2,2,10608,5.41,5,3,FG-63GB03_G9,FL II
881,Department1,Team11,44,D,D,D,Italian,BRL,Female,15,69,2016,2016,3,1.0,1,3,13204,29.06,1,3,SF1-UK-IEGB3_G9,FL VI
882,Department2,Team12,76,IDC,I,ID,British,CNY,Male,25,75,2017,2017,5,1.0,1,3,17168,3.0,1,3,SF-Z-4GB03_G7,FL I
883,Department3,Team13,61,CSD,C,CS,American,CNY,Female,5,112,2016,2016,1,1.0,2,4,17043,11.86,3,4,SF-Z-1GB03_G10,FL II
884,Department4,Team14,68,SCI,S,SC,Italian,BRL,Male,16,23,2016,2016,1,1.0,2,2,15405,15.77,5,2,SF-Z-4GB03_G7,FL VI
885,Department5,Team15,61,SDI,S,SD,Italian,USD,Female,21,6,2016,2016,3,1.0,3,4,13310,23.68,5,2,SF3-JPGB03_G12,FL II
886,Department1,Team1,34,ISD,I,IS,Polish,CNY,Male,5,4,2016,2016,1,0.6,4,1,7186,27.66,2,3,SF1-UK-IEGB3_G9,FL I
887,Department2,Team2,25,SI,S,SI,American,PHP,Male,35,81,2017,2017,3,1.0,4,1,5505,25.57,5,5,FG-63GB03_G9,FL I
888,Department3,Team3,42,DCS,D,DC,American,JPY,Female,31,117,2017,2017,3,1.0,1,1,11904,22.45,2,3,SF-Z-4GB03_G7,FL V
890,Department5,Team5,32,DISC,D,DI,French,CNY,Male,25,4,2016,2016,1,1.0,2,3,10975,24.08,3,3,SF1-UK-IEGB3_G9,FL I
891,Department1,Team6,23,DSCI,D,DS,British,BSD,Male,13,18,2016,2016,4,1.0,2,1,9946,13.41,5,5,SF1-UK-IEGB3_G9,FL V
892,Department2,Team7,22,ICD,I,IC,Italian,EUR,Female,6,97,2016,2016,2,1.0,2,3,17769,8.66,1,1,FG-63GB03_G9,FL VI
893,Department3,Team8,25,SDI,S,SD,Irish,PHP,Male,21,6,2016,2016,1,1.0,1,4,5907,18.47,4,3,FG-63GB03_G9,FL V
894,Department4,Team9,25,ISD,I,IS,Japanese,EUR,Female,14,98,2017,2017,1,1.0,2,2,16935,22.72,3,5,FG-63GB03_G9,FL II
895,Department5,Team10,31,ICDS,I,IC,Spanish,COP,Female,19,8,2017,2017,2,1.0,3,1,11830,10.38,2,2,SF3-JPGB03_G12,FL VI
896,Department1,Team11,20,DIC,D,DI,Italian,CRC,Female,24,11,2016,2016,4,1.0,1,1,2228,2.96,4,3,SF1-UK-IEGB3_G9,FL II
897,Department2,Team12,63,ICSD,I,IC,Irish,IDR,Male,15,111,2017,2017,4,0.6,4,1,3520,19.86,2,3,SF1-UK-IEGB3_G9,FL V
898,Department3,Team13,76,SDI,S,SD,Italian,THB,Male,12,15,2017,2017,1,1.0,1,4,10691,20.95,1,2,SF-Z-1GB03_G10,FL II
899,Department4,Team14,56,IC,I,IC,Scottish,CNY,Female,30,3,2016,2016,2,1.0,1,4,11441,21.75,1,1,FG-63GB03_G9,FL V
900,Department5,Team15,20,CSI,C,CS,Italian,SEK,Male,2,71,2016,2016,2,1.0,1,2,1706,16.39,4,2,SF3-JPGB03_G12,FL II
901,Department1,Team1,21,CI,C,CI,French,CNY,Male,36,120,2017,2017,2,1.0,4,4,9220,2.63,3,1,SF-Z-1GB03_G10,FL II
902,Department2,Team2,23,IDSC,I,ID,Irish,PLN,Female,28,2,2016,2016,1,1.0,3,2,7486,22.63,4,5,SF-Z-1GB03_G10,FL I
903,Department3,Team3,25,CSDI,C,CS,Scottish,CZK,Male,14,37,2017,2017,1,1.0,1,2,11676,22.86,4,2,SF3-JPGB03_G12,FL I
904,Department4,Team4,23,SIC,S,SI,Scottish,CNY,Male,10,91,2017,2017,3,1.0,4,2,15237,11.28,5,4,SF-Z-4GB03_G7,FL I
905,Department5,Team5,34,S,S,S,Irish,MXN,Female,29,46,2017,2017,3,1.0,4,3,6092,10.17,4,4,SF1-UK-IEGB3_G9,FL V
906,Department1,Team6,68,ISCD,I,IS,Japanese,SEK,Male,10,89,2016,2016,3,1.0,1,4,2186,26.51,5,4,SF3-JPGB03_G12,FL II
907,Department2,Team7,21,C,C,C,Japanese,IDR,Female,2,32,2017,2017,2,1.0,3,1,14248,22.01,2,4,SF3-JPGB03_G12,FL V
908,Department3,Team8,20,SD,S,SD,American,ARS,Female,0,70,2016,2016,2,1.0,1,3,5004,11.56,3,4,SF1-UK-IEGB3_G9,FL I
909,Department4,Team9,23,IDCS,I,ID,Spanish,IDR,Female,11,101,2016,2016,3,1.0,4,4,16658,17.19,4,3,SF-Z-1GB03_G10,FL I
910,Department5,Team10,25,CDS,C,CD,French,BIF,Female,40,25,2016,2016,4,1.0,4,2,16650,21.41,2,3,SF-Z-4GB03_G7,FL VI
911,Department1,Team11,34,DSI,D,DS,Scottish,CZK,Male,12,46,2016,2016,3,1.0,2,4,12741,15.97,4,1,SF1-UK-IEGB3_G9,FL VI
912,Department2,Team12,42,I,I,I,American,MAD,Female,13,6,2016,2016,2,1.0,4,3,14283,23.19,2,1,SF1-UK-IEGB3_G9,FL I
913,Department3,Team13,56,CIS,C,CI,Polish,EUR,Female,0,72,2017,2017,1,1.0,3,2,4435,15.16,5,4,SF-Z-1GB03_G10,FL V
914,Department4,Team14,20,IC,I,IC,Irish,PHP,Female,37,16,2016,2016,2,0.5,4,4,8866,17.6,4,3,SF3-JPGB03_G12,FL II
915,Department5,Team15,61,DSI,D,DS,Italian,PEN,Male,36,8,2016,2016,3,1.0,3,1,14326,5.26,2,2,FG-63GB03_G9,FL VI
917,Department2,Team2,31,SIC,S,SI,German,USD,Female,1,117,2017,2017,4,1.0,3,3,5849,14.9,1,5,SF-Z-4GB03_G7,FL II
